Date,Balance
14/07,178.00211538461537
14/07,178.12884615384615
14/07,178.2555769230769
14/07,178.3823076923077
14/07,178.50903846153847
14/07,178.63576923076923
14/07,178.7625
14/07,178.88923076923078
14/07,179.01596153846154
14/07,179.1426923076923
14/07,179.26942307692306
14/07,179.39615384615382
14/07,179.52288461538458
14/07,179.64961538461537
14/07,179.77634615384616
14/07,179.9030769230769
14/07,180.0298076923077
14/07,180.1565384615384
14/07,180.28326923076924
14/07,162.8175
14/07,162.89166666666662
14/07,162.96583333333334
14/07,163.04
14/07,163.0275518672199
14/07,163.01510373443986
14/07,163.00265560165977
14/07,162.99020746887962
14/07,162.97775933609958
14/07,162.9653112033195
14/07,162.9528630705394
14/07,162.9404149377593
14/07,162.92796680497923
15/07,162.91551867219908
15/07,162.9030705394191
15/07,162.89062240663895
15/07,162.87817427385892
15/07,162.86572614107882
15/07,162.85327800829876
15/07,162.84082987551866
15/07,162.82838174273857
15/07,162.8159336099585
15/07,162.8034854771784
15/07,162.79103734439832
15/07,162.77858921161825
15/07,162.76614107883816
15/07,162.7536929460581
15/07,162.741244813278
15/07,162.7287966804979
15/07,162.71634854771784
15/07,162.70390041493775
15/07,162.69145228215766
15/07,162.6790041493776
15/07,162.6665560165975
15/07,162.65410788381743
15/07,162.64165975103734
15/07,162.62921161825724
15/07,162.61676348547718
15/07,162.60431535269709
15/07,162.591867219917
15/07,162.5794190871369
15/07,162.56697095435683
15/07,162.55452282157674
15/07,162.5420746887967
15/07,162.5296265560166
15/07,162.51717842323652
15/07,162.50473029045642
15/07,162.49228215767633
15/07,162.47983402489626
15/07,162.46738589211617
15/07,162.45493775933608
15/07,162.44248962655598
15/07,162.4300414937759
15/07,162.41759336099585
15/07,162.40514522821576
15/07,162.39269709543566
15/07,162.3802489626556
15/07,162.3678008298755
15/07,162.35535269709544
15/07,162.34290456431538
15/07,162.33045643153525
16/07,162.3180082987552
16/07,162.3055601659751
16/07,162.293112033195
16/07,162.28066390041494
16/07,162.26821576763484
16/07,162.25576763485478
16/07,162.24331950207468
16/07,162.2308713692946
16/07,162.21842323651452
16/07,162.20597510373443
16/07,162.19352697095434
16/07,162.18107883817427
16/07,162.16863070539418
16/07,162.15618257261409
16/07,162.14373443983402
16/07,162.1312863070539
16/07,162.11883817427386
16/07,162.10639004149377
16/07,162.09394190871367
16/07,162.08149377593358
16/07,162.06904564315354
16/07,162.05659751037345
16/07,162.04414937759338
16/07,162.03170124481326
16/07,162.0192531120332
16/07,162.0068049792531
16/07,161.994356846473
16/07,161.98190871369297
16/07,161.96946058091285
16/07,161.95701244813273
16/07,161.9445643153527
16/07,161.9321161825726
16/07,161.91966804979253
16/07,161.90721991701244
16/07,161.89477178423238
16/07,161.88232365145228
16/07,161.8698755186722
16/07,161.8574273858921
16/07,161.84497925311203
16/07,161.83253112033194
16/07,161.82008298755187
16/07,161.80763485477178
16/07,161.79518672199168
16/07,161.78273858921162
16/07,161.77029045643152
16/07,161.75784232365143
16/07,161.74539419087137
16/07,161.73294605809127
17/07,161.72049792531118
17/07,161.70804979253109
17/07,161.69560165975102
17/07,161.68315352697098
17/07,161.6707053941909
17/07,161.65825726141074
17/07,161.6458091286307
17/07,161.6333609958506
17/07,161.62091286307052
17/07,161.60846473029042
17/07,161.59601659751038
17/07,161.58356846473032
17/07,161.5711203319502
17/07,161.5586721991701
17/07,161.54622406639004
17/07,161.53377593360997
17/07,161.52132780082988
17/07,161.50887966804981
17/07,161.4964315352697
17/07,161.48398340248963
17/07,161.47153526970953
17/07,161.45908713692944
17/07,161.44663900414938
17/07,161.43419087136928
17/07,161.42174273858922
17/07,161.40929460580912
17/07,161.39684647302903
17/07,161.38439834024896
17/07,161.37195020746887
17/07,161.35950207468878
17/07,161.34705394190868
17/07,161.33460580912862
17/07,161.32215767634858
17/07,161.3097095435685
17/07,161.2972614107884
17/07,161.2848132780083
17/07,161.2723651452282
17/07,161.2599170124481
17/07,161.24746887966802
17/07,161.23502074688798
17/07,161.22257261410792
17/07,161.21012448132782
17/07,161.19767634854767
17/07,161.18522821576764
17/07,161.17278008298754
17/07,161.16033195020745
17/07,161.14788381742736
17/07,161.13543568464732
18/07,161.12298755186725
18/07,161.11053941908713
18/07,161.09809128630704
18/07,161.08564315352697
18/07,161.07319502074688
18/07,161.06074688796681
18/07,161.04829875518672
18/07,161.03585062240663
18/07,161.02340248962656
18/07,161.01095435684647
18/07,160.99850622406638
18/07,160.9860580912863
18/07,160.97360995850622
18/07,160.96116182572612
18/07,160.94871369294606
18/07,160.93626556016596
18/07,160.92381742738587
18/07,160.9113692946058
18/07,160.89892116182568
18/07,160.88647302904562
18/07,160.87402489626555
18/07,160.86157676348546
18/07,160.84912863070542
18/07,160.83668049792533
18/07,160.82423236514518
18/07,160.81178423236514
18/07,160.79933609958505
18/07,160.78688796680495
18/07,160.77443983402492
18/07,160.76199170124482
18/07,160.74954356846473
18/07,160.73709543568464
18/07,160.72464730290454
18/07,160.71219917012448
18/07,160.69975103734438
18/07,160.6873029045643
18/07,160.67485477178425
18/07,160.6624066390041
18/07,160.6499585062241
18/07,160.63751037344397
18/07,160.62506224066388
18/07,160.61261410788381
18/07,160.60016597510372
18/07,160.58771784232366
18/07,160.57526970954356
18/07,160.56282157676347
18/07,160.5503734439834
18/07,160.5379253112033
19/07,160.52547717842322
19/07,160.51302904564315
19/07,160.50058091286306
19/07,160.48813278008302
19/07,160.47568464730293
19/07,160.46323651452283
19/07,160.45078838174274
19/07,160.43834024896262
19/07,160.42589211618255
19/07,160.4134439834025
19/07,160.4009958506224
19/07,160.3885477178423
19/07,160.37609958506226
19/07,160.36365145228208
19/07,160.35120331950208
19/07,160.33875518672198
19/07,160.3263070539419
19/07,160.3138589211618
19/07,160.3014107883817
19/07,160.2889626556017
19/07,160.27651452282157
19/07,160.26406639004148
19/07,160.2516182572614
19/07,160.23917012448132
19/07,160.22672199170125
19/07,160.21427385892116
19/07,160.2018257261411
19/07,160.189377593361
19/07,160.1769294605809
19/07,160.16448132780081
19/07,160.15203319502075
19/07,160.13958506224066
19/07,160.12713692946056
19/07,160.1146887966805
19/07,160.1022406639004
19/07,160.08979253112034
19/07,160.07734439834024
19/07,160.06489626556015
19/07,160.05244813278009
19/07,160.04
19/07,160.56
19/07,160.84
19/07,162.83
19/07,162.63954545454547
19/07,162.4490909090909
19/07,162.25863636363638
19/07,162.06818181818184
19/07,161.87772727272727
20/07,161.68727272727273
20/07,161.49681818181818
20/07,161.3063636363636
20/07,161.1159090909091
20/07,160.92545454545456
20/07,160.735
20/07,160.54454545454547
20/07,160.3540909090909
20/07,160.16363636363639
20/07,159.9731818181818
20/07,159.78272727272727
20/07,159.59227272727273
20/07,159.4018181818182
20/07,159.21136363636361
20/07,159.0209090909091
20/07,158.83045454545456
20/07,158.64
20/07,158.44954545454544
20/07,158.2590909090909
20/07,158.0686363636364
20/07,157.87818181818182
20/07,157.68772727272727
20/07,157.49727272727273
20/07,157.3068181818182
20/07,157.11636363636362
20/07,156.9259090909091
20/07,156.73545454545453
20/07,156.545
20/07,156.35454545454544
20/07,156.1640909090909
20/07,155.9736363636364
20/07,155.78318181818182
20/07,155.59272727272727
20/07,155.40227272727273
20/07,155.21181818181816
20/07,155.02136363636362
20/07,154.8309090909091
20/07,154.64045454545453
20/07,154.45
20/07,154.68
20/07,157.565
20/07,156.2625
20/07,154.96
20/07,155.169756097561
20/07,155.37951219512198
20/07,155.5892682926829
20/07,155.79902439024391
20/07,156.0087804878049
21/07,156.21853658536585
21/07,156.42829268292684
21/07,156.6380487804878
21/07,156.84780487804878
21/07,157.05756097560973
21/07,157.26731707317074
21/07,157.47707317073167
21/07,157.68682926829268
21/07,157.8965853658537
21/07,158.10634146341462
21/07,158.31609756097558
21/07,158.5258536585366
21/07,158.73560975609757
21/07,158.94536585365853
21/07,159.1551219512195
21/07,159.3648780487805
21/07,159.57463414634148
21/07,159.78439024390244
21/07,159.99414634146342
21/07,160.2039024390244
21/07,160.41365853658536
21/07,160.62341463414634
21/07,160.8331707317073
21/07,161.0429268292683
21/07,161.25268292682932
21/07,161.46243902439025
21/07,161.67219512195126
21/07,161.8819512195122
21/07,162.09170731707312
21/07,162.30146341463416
21/07,162.51121951219508
21/07,162.7209756097561
21/07,162.93073170731708
21/07,163.14048780487806
21/07,163.35024390243902
21/07,163.56
21/07,163.5
21/07,163.25
21/07,162.78
21/07,162.16
21/07,161.925
21/07,162.91
21/07,162.88138790035586
21/07,162.85277580071175
21/07,162.82416370106762
21/07,162.79555160142348
21/07,162.76693950177938
21/07,162.73832740213527
22/07,162.7097153024911
22/07,162.68110320284697
22/07,162.65249110320283
22/07,162.6238790035587
22/07,162.5952669039146
22/07,162.56665480427048
22/07,162.53804270462632
22/07,162.50943060498219
22/07,162.4808185053381
22/07,162.45220640569394
22/07,162.4235943060498
22/07,162.3949822064057
22/07,162.36637010676156
22/07,162.33775800711743
22/07,162.30914590747332
22/07,162.2805338078292
22/07,162.25192170818502
22/07,162.2233096085409
22/07,162.19469750889678
22/07,162.16608540925267
22/07,162.13747330960854
22/07,162.1088612099644
22/07,162.08024911032032
22/07,162.05163701067616
22/07,162.02302491103202
22/07,161.9944128113879
22/07,161.96580071174378
22/07,161.93718861209962
22/07,161.9085765124555
22/07,161.87996441281138
22/07,161.8513523131673
22/07,161.82274021352313
22/07,161.794128113879
22/07,161.76551601423486
22/07,161.73690391459075
22/07,161.70829181494662
22/07,161.67967971530246
22/07,161.65106761565838
22/07,161.62245551601424
22/07,161.59384341637008
22/07,161.56523131672597
22/07,161.53661921708186
22/07,161.50800711743773
22/07,161.4793950177936
22/07,161.45078291814946
22/07,161.42217081850538
22/07,161.3935587188612
22/07,161.36494661921708
23/07,161.33633451957294
23/07,161.30772241992884
23/07,161.2791103202847
23/07,161.25049822064057
23/07,161.22188612099643
23/07,161.19327402135232
23/07,161.1646619217082
23/07,161.13604982206402
23/07,161.10743772241992
23/07,161.0788256227758
23/07,161.0502135231317
23/07,161.02160142348754
23/07,160.9929893238434
23/07,160.96437722419932
23/07,160.93576512455516
23/07,160.90715302491103
23/07,160.87854092526692
23/07,160.84992882562278
23/07,160.82131672597862
23/07,160.79270462633448
23/07,160.76409252669038
23/07,160.73548042704627
23/07,160.70686832740213
23/07,160.678256227758
23/07,160.6496441281139
23/07,160.62103202846976
23/07,160.59241992882562
23/07,160.56380782918146
23/07,160.53519572953738
23/07,160.50658362989324
23/07,160.4779715302491
23/07,160.44935943060497
23/07,160.4207473309609
23/07,160.39213523131673
23/07,160.3635231316726
23/07,160.33491103202846
23/07,160.30629893238438
23/07,160.27768683274022
23/07,160.24907473309608
23/07,160.22046263345194
23/07,160.19185053380784
23/07,160.16323843416367
23/07,160.13462633451957
23/07,160.10601423487543
23/07,160.0774021352313
23/07,160.0487900355872
23/07,160.02017793594302
23/07,159.99156583629897
24/07,159.9629537366548
24/07,159.93434163701068
24/07,159.9057295373665
24/07,159.87711743772243
24/07,159.8485053380783
24/07,159.81989323843416
24/07,159.79128113879003
24/07,159.76266903914592
24/07,159.73405693950178
24/07,159.70544483985762
24/07,159.6768327402135
24/07,159.6482206405694
24/07,159.61960854092527
24/07,159.59099644128113
24/07,159.562384341637
24/07,159.53377224199292
24/07,159.50516014234876
24/07,159.47654804270462
24/07,159.4479359430605
24/07,159.41932384341638
24/07,159.39071174377227
24/07,159.3620996441281
24/07,159.33348754448397
24/07,159.30487544483987
24/07,159.2762633451957
24/07,159.2476512455516
24/07,159.2190391459075
24/07,159.19042704626338
24/07,159.16181494661922
24/07,159.1332028469751
24/07,159.10459074733097
24/07,159.07597864768684
24/07,159.04736654804267
24/07,159.01875444839857
24/07,158.99014234875446
24/07,158.96153024911033
24/07,158.9329181494662
24/07,158.90430604982203
24/07,158.87569395017798
24/07,158.8470818505338
24/07,158.81846975088968
24/07,158.78985765124554
24/07,158.76124555160143
24/07,158.73263345195733
24/07,158.70402135231316
24/07,158.67540925266903
24/07,158.6467971530249
24/07,158.61818505338078
25/07,158.58957295373662
25/07,158.5609608540925
25/07,158.5323487544484
25/07,158.5037366548043
25/07,158.47512455516014
25/07,158.44651245551603
25/07,158.4179003558719
25/07,158.38928825622773
25/07,158.36067615658362
25/07,158.33206405693952
25/07,158.30345195729538
25/07,158.27483985765124
25/07,158.24622775800708
25/07,158.217615658363
25/07,158.18900355871887
25/07,158.16039145907473
25/07,158.1317793594306
25/07,158.1031672597865
25/07,158.07455516014238
25/07,158.04594306049822
25/07,158.01733096085408
25/07,157.98871886120997
25/07,157.96010676156584
25/07,157.9314946619217
25/07,157.90288256227757
25/07,157.8742704626335
25/07,157.8456583629893
25/07,157.8170462633452
25/07,157.78843416370108
25/07,157.75982206405698
25/07,157.7312099644128
25/07,157.7025978647687
25/07,157.67398576512457
25/07,157.64537366548043
25/07,157.61676156583633
25/07,157.58814946619216
25/07,157.55953736654806
25/07,157.53092526690392
25/07,157.5023131672598
25/07,157.47370106761562
25/07,157.44508896797154
25/07,157.4164768683274
25/07,157.38786476868327
25/07,157.3592526690391
25/07,157.33064056939503
25/07,157.3020284697509
25/07,157.27341637010676
25/07,157.24480427046262
26/07,157.21619217081854
26/07,157.18758007117438
26/07,157.15896797153025
26/07,157.1303558718861
26/07,157.101743772242
26/07,157.07313167259787
26/07,157.04451957295373
26/07,157.0159074733096
26/07,156.98729537366552
26/07,156.95868327402138
26/07,156.93007117437722
26/07,156.90145907473308
26/07,156.87284697508898
26/07,156.84423487544484
26/07,156.81562277580068
26/07,156.7870106761566
26/07,156.75839857651246
26/07,156.7297864768683
26/07,156.7011743772242
26/07,156.67256227758008
26/07,156.64395017793595
26/07,156.6153380782918
26/07,156.58672597864768
26/07,156.55811387900357
26/07,156.52950177935944
26/07,156.5008896797153
26/07,156.47227758007116
26/07,156.44366548042706
26/07,156.41505338078292
26/07,156.38644128113881
26/07,156.35782918149462
26/07,156.32921708185052
26/07,156.3006049822064
26/07,156.27199288256227
26/07,156.24338078291814
26/07,156.21476868327403
26/07,156.18615658362992
26/07,156.15754448398576
26/07,156.12893238434162
26/07,156.10032028469757
26/07,156.07170818505338
26/07,156.04309608540925
26/07,156.01448398576514
26/07,155.985871886121
26/07,155.95725978647687
26/07,155.9286476868327
26/07,155.90003558718863
26/07,155.8714234875445
27/07,155.84281138790038
27/07,155.81419928825622
27/07,155.7855871886121
27/07,155.75697508896798
27/07,155.72836298932384
27/07,155.69975088967968
27/07,155.6711387900356
27/07,155.64252669039146
27/07,155.61391459074733
27/07,155.58530249110322
27/07,155.5566903914591
27/07,155.52807829181498
27/07,155.49946619217081
27/07,155.47085409252668
27/07,155.44224199288254
27/07,155.41362989323844
27/07,155.3850177935943
27/07,155.3564056939502
27/07,155.32779359430606
27/07,155.2991814946619
27/07,155.27056939501782
27/07,155.24195729537368
27/07,155.21334519572952
27/07,155.1847330960854
27/07,155.15612099644127
27/07,155.12750889679717
27/07,155.09889679715303
27/07,155.0702846975089
27/07,155.04167259786473
27/07,155.01306049822063
27/07,154.98444839857652
27/07,154.95583629893238
27/07,154.92722419928825
27/07,154.89861209964414
27/07,156.05
27/07,122.34
27/07,168.09
27/07,171.76
27/07,175.43
27/07,176.435
27/07,177.44
27/07,176.84
27/07,176.46
